name	code
세아특수강	19440
메리츠금융지주	138040
한국종합기술	23350
BNK금융지주	138930
일진머티리얼즈	20150
현대위아	11210
선진	136490
미원화학	134380
시디즈	134790
HSD엔진	82740
대성에너지	117580
현대에이치씨엔	126560
케이티스	58860
한전산업	130660
엘브이엠씨	900140
동양네트웍스	30790
휠라코리아	81660
KTcs	58850
현대홈쇼핑	57050
도화엔지니어링	2150
대성산업	128820
아이마켓코리아	122900
한미약품	128940
우진	105840
무학	33920
웅진에너지	103130
이연제약	102460
한국화장품	123690
에스제이엠	123700
한라홀딩스	60980
삼성생명	32830
신세계푸드	31440
한화생명	88350
조선선재	120030
코오롱인더	120110
KC코트렐	119650
지역난방공사	71320
락앤락	115390
영흥철강	12160
우리들휴브레인	118000
한전기술	52690
GKL	114090
SK	34730
황금에스티	32560
하이트진로	80
동양생명	82640
유니온머티리얼	47400
형지엘리트	93240
키움증권	39490
영원무역	111770
아주캐피탈	33660
한미글로벌	53690
동아지질	28100
STX중공업	71970
LG하우시스	108670
한세실업	105630
컨버즈	109070
미원홀딩스	107590
NAVER	35420
부국철강	26940
KB금융	105560
한국철강	104700
일진전기	103590
풍산	103140
LG이노텍	11070
명문제약	17180
비상교육	100220
동성코퍼레이션	102260
쌍방울	102280
LG유플러스	32640
아티스	101140
아시아나항공	20560
SBS미디어홀딩스	101060
S&TC	100840
진양홀딩스	100250
하나니켈1호	99340
하나니켈2호	99350
엔케이	85310
한전KPS	51600
이아이디	93230
기신정기	92440
KSS해운	44450
효성 ITX	94280
유나이티드	33270
디아이씨	92200
CJ제일제당	97950
팬오션	28670
한진중공업	97230
JW홀딩스	96760
SK이노베이션	96770
삼성카드	29780
베트남개발1	96300
알루코	1780
웅진씽크빅	95720
맵스리얼티1	94800
메타랩스	90370
후성	93370
LF	93050
주연테크	44380
코스맥스비티아이	44820
인천도시가스	34590
삼정펄프	9770
KEC	92220
KPX홀딩스	92230
HDC현대EP	89470
세원셀론텍	91090
노루페인트	90350
아모레퍼시픽	90430
롯데관광개발	32350
평화산업	90080
우진플라임	49800
신세계I&C	35510
진도	88790
맥쿼리인프라	88980
롯데쇼핑	23530
현대글로비스	86280
티비에이치글로벌	84870
하나금융지주	86790
제일연마	1560
현대리바트	79430
대한제강	84010
새론오토모티브	75180
그린케미칼	83420
동북아12호선박투자	83370
동북아13호선박투자	83380
대상홀딩스	84690
코아스	71950
이월드	84680
동양고속	84670
한미반도체	42700
동일산업	4890
삼호개발	10960
금호타이어	73240
CJ CGV	79160
일진다이아	81000
유니드	14830
상신브레이크	41650
사조해표	79660
인팩	23810
GS	78930
유니퀘스트	77500
다스코	58730
LG디스플레이	34220
텔코웨어	78000
STX엔진	77970
NICE	34310
대교	19680
기업은행	24110
나노메딕스	74610
한솔홈데코	25750
이수페타시스	7660
강원랜드	35250
YG PLUS	37270
농심홀딩스	72710
한국금융지주	71050
유엔젤	72130
SBS	34120
엔씨소프트	36570
하이스틸	71090
DSR제강	69730
태경화학	6890
한농화성	11500
현대백화점	69960
대호에이엘	69460
대웅제약	69620
마니커	27740
S&T홀딩스	36530
휴켐스	69260
세종공업	33530
포스코강판	58430
삼성출판사	68290
세이브존I&C	67830
교보증권	30610
한샘	9240
신세계건설	34300
우신시스템	17370
LG전자	66570
한국콜마홀딩스	24720
S&T모티브	64960
광주신세계	37710
일진디스플	20760
필룩스	33180
종근당바이오	63160
신한지주	55550
코웨이	21240
세아홀딩스	58650
LG생활건강	51900
LG화학	51910
대우건설	47040
포스코대우	47050
대우조선해양	42660
두산인프라코어	42670
진양화학	51630
동원F&B	49770
두산중공업	34020
한국내화	10040
한세예스24홀딩스	16450
대성홀딩스	16710
대원제약	3220
한국가스공사	36460
미래아이앤지	7120
화천기공	850
팜스코	36580
케이티앤지	33780
현대중공업	9540
디씨엠	24090
AK홀딩스	6840
대한유화	6650
백산	35150
지투알	35000
체시스	33250
자화전자	33240
케이티	30200
하이트론씨스템즈	19490
제일기획	30000
디피씨	26890
케이씨	29460
대원화성	24890
E1	17940
SK가스	18670
다우기술	23590
영보화학	14440
SKC	11790
웰바이오텍	10600
한국주강	25890
덕양산업	24900
부산도시가스	15350
에쓰씨엔지니어링	23960
인지컨트롤스	23800
경동인베스트	12320
에스제이엠홀딩스	25530
콤텍시스템	31820
SK하이닉스	660
MH에탄올	23150
국동	5320
동남합성	23450
삼성엔지니어링	28050
신도리코	29530
예스코홀딩스	15360
퍼시스	16800
WISCOM	24070
동원수산	30720
미래산업	25560
KTB투자증권	30210
HDC	12630
광전자	17900
한국단자공업	25540
디아이	3160
신성이엔지	11930
티에이치엔	19180
한온시스템	18880
세원정공	21820
세하	27970
영풍제지	6740
유니온	910
키다리스튜디오	20120
한섬	20000
현대엘리베이터	17800
환인제약	16580
계룡건설산업	13580
두산건설	11160
서원	21050
에스원	12750
태경산업	15890
한화갤러리아타임월드	27390
신대양제지	16590
유양디앤유	11690
남해화학	25860
동원금속	18500
성안	11300
경인양행	12610
풀무원	17810
현대상선	11200
서울도시가스	17390
이구산업	25820
에넥스	11090
에이프로젠 KIC	7460
제이준코스메틱	25620
한국카본	17960
KPX케미칼	25000
지코	10580
태평양물산	7980
KC그린홀딩스	9440
문배철강	8420
웅진	16880
오뚜기	7310
일정실업	8500
한라	14790
LS산전	10120
대양금속	9190
이화산업	760
동원시스템즈	14820
삼성중공업	10140
모토닉	9680
화신	10690
삼화페인트공업	390
경동나비엔	9450
DB	12030
삼광글라스	5090
대림비앤코	5750
대한해운	5880
메리츠종금증권	8560
휴니드테크놀러지스	5870
수산중공업	17550
롯데케미칼	11170
세아베스틸	1430
호텔신라	8770
백광소재	14580
화승알앤에이	13520
신흥	4080
화승인더스트리	6060
극동유화	14530
고려산업	2140
대현	16090
동국실업	1620
광명전기	17040
부산산업	11390
STX	11810
고려아연	10130
청호컴넷	12600
우리들제약	4720
무림페이퍼	9200
현대차증권	1500
금비	8870
대동전자	8110
원림	5820
서흥	8490
성문전자	14910
넥스트사이언스	3580
일진홀딩스	15860
대영포장	14160
영화금속	12280
신풍제약	19170
동성제약	2210
키위미디어그룹	12170
한올바이오파마	9420
유니켐	11330
대창	12800
국보	1140
일성건설	13360
까뮤이앤씨	13700
보락	2760
선도전기	7610
씨아이테크	4920
광동제약	9290
갤럭시아에스엠	11420
남성	4270
KISCO홀딩스	1940
태영건설	9410
한국특수형강	7280
한솔로지스틱스	9180
삼양통상	2170
SK텔레콤	17670
진양폴리우레탄	10640
미창석유공업	3650
삼익THK	4380
미원상사	2840
서연	7860
세우글로벌	13000
현대모비스	12330
메디파트너생명공학	15540
KG케미칼	1390
대우부품	9320
현대해상	1450
현대그린푸드	5440
한국전력공사	15760
국도화학	7690
녹십자	6280
SIMPAC	9160
윌비스	8600
대창단조	15230
사조산업	7160
한익스프레스	14130
사조동아원	8040
경인전자	9140
무림P&P	9580
인디에프	14990
한솔피엔에스	10420
디와이	13570
방림	3610
큐로	15590
한솔케미칼	14680
퍼스텍	10820
동원산업	6040
대덕전자	8060
한성기업	3680
이스타코	15020
태림포장	11280
아세아제지	2310
화천기계	10660
CJ씨푸드	11150
신화실업	1770
조일알미늄	18470
에스엘	5850
영원무역홀딩스	9970
더존비즈온	12510
보령제약	3850
폴루스바이오팜	7630
이건산업	8250
모나리자	12690
대구백화점	6370
우성사료	6980
유성기업	2920
한일철강	2220
삼익악기	2450
화성산업	2460
디티알오토모티브	7340
골든브릿지증권	1290
보해양조	890
혜인	3010
금강공업	14280
엔케이물산	9810
율촌화학	8730
신원	9270
동방	4140
한국쉘석유	2960
부광약품	3000
풍산홀딩스	5810
부국증권	1270
계양전기	12200
한솔테크닉스	4710
동성화학	5190
DB금융투자	16610
한미사이언스	8930
삼진제약	5500
포스코	5490
범양건영	2410
파미셀	5690
동국제강	1230
대원전선	6340
이수화학	5950
삼성증권	16360
삼영무역	2810
한양증권	1750
금호석유화학	11780
유안타증권	3470
제일파마홀딩스	2620
에이엔피	15260
한창제지	9460
넥센	5720
삼성공조	6660
세방전지	4490
진원생명과학	11000
참엔지니어링	9310
한국프랜지공업	10100
코스모신소재	5070
덕성	4830
신영증권	1720
유진증권	1200
유화증권	3460
한신기계공업	11700
코스모화학	5420
가온전선	500
S-Oil	10950
한화에어로스페이스	12450
삼화전자공업	11230
현대제철	4020
써니전자	4770
현대비앤지스틸	4560
사조오양	6090
한화투자증권	3530
삼화전기	9470
SK증권	1510
평화홀딩스	10770
일신석재	7110
동부제철	16380
아이에스동서	10780
SH에너지화학	2360
대한화섬	3830
코리아써키트	7810
신세계	4170
OCI	10060
삼일제약	520
인스코비	6490
일성신약	3120
현대건설	720
TCC동양	2710
에이프로젠제약	3060
F&F	7700
아남전자	8700
현대미포조선	10620
GS건설	6360
삼아알미늄	6110
한국전자홀딩스	6200
삼성SDI	6400
삼성전기	9150
고려개발	4200
동부건설	5960
케이씨티시	9070
코오롱글로벌	3070
빙그레	5180
녹십자홀딩스	5250
신한	5450
조선내화	480
현대약품	4310
남양유업	3920
남선알미늄	8350
한국화장품제조	3350
삼호	1880
현대종합상사	11760
LS	6260
SK네트웍스	1740
경농	2100
티웨이홀딩스	4870
동방아그로	7590
송원산업	4430
진흥기업	2780
한국석유공업	4090
천일고속	650
대원강업	430
만호제강	1080
조광피혁	4700
세방	4360
동양철관	8970
대유에이텍	2880
남광토건	1260
삼영전자공업	5680
신영와코루	5800
오리엔트바이오	2630
조비	1550
한국공항	5430
조광페인트	4910
삼천리	4690
성보화학	3080
조흥	2600
금양	1570
사조대림	3960
남영비비안	2070
S&T중공업	3570
한신공영	4960
농심	4370
삼영화학공업	3720
성신양회	4980
신라교역	4970
신풍제지	2870
종근당홀딩스	1630
크라운해태홀딩스	5740
한독	2390
SG충방	1380
SK디스커버리	6120
샘표	7540
흥아해운	3280
GS글로벌	1250
금호산업	2990
삼부토건	1470
삼화콘덴서공업	1820
페이퍼코리아	1020
동양	1520
한화	880
JW중외제약	1060
영풍	670
백광산업	1340
성창기업지주	180
한창	5110
삼화왕관	4450
KR모터스	40
고려제강	2240
태양금속공업	4100
선창산업	2820
DRB동일	4840
넥센타이어	2350
SG세계물산	4060
롯데정밀화학	4000
동화약품	20
대림산업	210
LG상사	1120
국제약품	2720
태광산업	3240
부산주공	5030
한일현대시멘트	6390
CS홀딩스	590
신성통상	5390
DB하이텍	990
대림통상	6570
유유제약	220
강남제비스코	860
대신증권	3540
NH투자증권	5940
미래에셋대우	6800
신일산업	2700
삼성제약	1360
삼성화재해상보험	810
삼양식품	3230
한화손해보험	370
NI스틸	8260
일동홀딩스	230
대동공업	490
오리온홀딩스	1800
깨끗한나라	4540
태원물산	1420
코오롱	2020
삼성전자	5930
대유플러스	300
BYC	1460
쌍용자동차	3620
쌍용양회공업	3410
SPC삼립	5610
흥국화재	540
우리종금	10050
일양약품	7570
한진	2320
한국수출포장공업	2200
현대자동차	5380
모나미	5360
한화케미칼	9830
아세아	2030
카프로	6380
롯데지주	4990
대한방직	1070
서울식품공업	4410
아이에이치큐	3560
LS네트웍스	680
금호전기	1210
알보젠코리아	2250
하이트진로홀딩스	140
노루홀딩스	320
기아자동차	270
효성	4800
CJ	1040
두산	150
휴스틸	5010
DB손해보험	5830
대웅	3090
동양물산기업	2900
진양산업	3780
영진약품	3520
케이씨씨	2380
롯데칠성음료	5300
일신방직	3200
롯데푸드	2270
아모레퍼시픽그룹	2790
제주은행	6220
한솔홀딩스	4150
벽산	7210
한국제지	2300
롯데손해보험	400
대한제분	1130
대상	1680
LG	3550
동아쏘시오홀딩스	640
코리안리	3690
한국주철관공업	970
한일홀딩스	3300
엔피씨	4250
세아제강지주	3030
대한전선	1440
대한제당	1790
삼양홀딩스	70
세기상사	2420
한국타이어월드와이드	240
전방	950
대한항공	3490
동일방직	1530
유한양행	100
CJ대한통운	120
메리츠화재	60
경방	50
유수홀딩스	700
한진중공업홀딩스	3480
